type,asin,title,author,narrator,genre,tags,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
monthly,B01I28NTJU,Hidden Figures,Margot Lee Shetterly,Robin Miles,,,10.8,4.3,9669,7.99,31.49,https://m.media-amazon.com/images/I/61sO7vg5olL._SL500_.jpg,https://www.audible.com/pd/B01I28NTJU
monthly,B079G683TB,"Own the Day, Own Your Life",Aubrey Marcus,Aubrey Marcus,,,11.1,4.7,10532,7.99,26.09,https://m.media-amazon.com/images/I/51fNCDGIgyL._SL500_.jpg,https://www.audible.com/pd/B079G683TB
monthly,B08N2PLRFH,Heart Bones,Colleen Hoover,Angela Goethals,,literature-and-fiction,8.2,4.6,10280,5.99,18.83,https://m.media-amazon.com/images/I/510cKPa21UL._SL500_.jpg,https://www.audible.com/pd/B08N2PLRFH
monthly,148820697X,The Wives,Tarryn Fisher,Lauren Fortgang,,,9.0,4.1,15709,6.99,24.29,https://m.media-amazon.com/images/I/41F3n0urhRL._SL500_.jpg,https://www.audible.com/pd/148820697X
monthly,B003TTX94I,Medium Raw,Anthony Bourdain,Anthony Bourdain,,,9.0,4.6,11616,7.99,26.09,https://m.media-amazon.com/images/I/61HKztnIkpL._SL500_.jpg,https://www.audible.com/pd/B003TTX94I
monthly,B0C3MWZ3FQ,Enough,Cassidy Hutchinson,Cassidy Hutchinson,,,11.6,4.8,4463,5.99,20.24,https://m.media-amazon.com/images/I/41cYU5kOfoL._SL500_.jpg,https://www.audible.com/pd/B0C3MWZ3FQ
monthly,B00ZJQ8D8Q,Sphere,Michael Crichton,Scott Brick,,literature-and-fiction,13.0,4.3,13482,6.99,21.7,https://m.media-amazon.com/images/I/51LyHqei7mL._SL500_.jpg,https://www.audible.com/pd/B00ZJQ8D8Q
monthly,B0C34FH5VF,Ward D,Freida McFadden,Leslie Howard,,,7.3,4.3,5391,5.99,17.16,https://m.media-amazon.com/images/I/51-IJ7VGr8L._SL500_.jpg,https://www.audible.com/pd/B0C34FH5VF
monthly,B00BU8KV2S,The Golem and the Jinni,Helene Wecker,George Guidall,,,19.7,4.5,18910,6.99,35.99,https://m.media-amazon.com/images/I/517cLLptX7L._SL500_.jpg,https://www.audible.com/pd/B00BU8KV2S
monthly,0062839276,Trillion Dollar Coach,"Eric Schmidt,Jonathan Rosenberg,Alan Eagle",Dan Woren,,,5.7,4.5,5510,5.99,21.59,https://m.media-amazon.com/images/I/41Xos8L+FXL._SL500_.jpg,https://www.audible.com/pd/0062839276
monthly,006300190X,How to Destroy America in Three Easy Steps,Ben Shapiro,Ben Shapiro,,conservatism,6.3,4.8,4649,5.99,21.59,https://m.media-amazon.com/images/I/51Dt4p871uL._SL500_.jpg,https://www.audible.com/pd/006300190X
monthly,B075KM1XLG,The Mother of Black Hollywood,Jenifer Lewis,Jenifer Lewis,,actors_&_actresses,10.8,4.8,11486,7.99,26.09,https://m.media-amazon.com/images/I/416QjTyUDAL._SL500_.jpg,https://www.audible.com/pd/B075KM1XLG
monthly,B01MSMZKM5,Stealing Fire,"Steven Kotler,Jamie Wheal",Fred Sanders,,,8.4,4.6,6942,6.99,23.39,https://m.media-amazon.com/images/I/51vsNwyeNiL._SL500_.jpg,https://www.audible.com/pd/B01MSMZKM5
monthly,B011DDXL3U,Oh Crap! Potty Training,Jamie Glowacki,Meredith Mitchell,,la_confidential,8.1,4.5,1329,5.99,18.66,https://m.media-amazon.com/images/I/51GzSntVttL._SL500_.jpg,https://www.audible.com/pd/B011DDXL3U
monthly,B00839289G,How Will You Measure Your Life?,"Clayton M. Christensen,James Allworth,Karen Dillon",Jeff Woodman,,,5.5,4.5,5271,5.99,21.59,https://m.media-amazon.com/images/I/51C3TtN2v6L._SL500_.jpg,https://www.audible.com/pd/B00839289G
monthly,0062939505,The Killer Across the Table,"John E. Douglas,Mark Olshaker",Jonathan Groff,,,11.1,4.8,6292,7.99,26.09,https://m.media-amazon.com/images/I/510iDot6e8L._SL500_.jpg,https://www.audible.com/pd/0062939505
monthly,B07THDVL4P,Red Metal,"Mark Greaney,Lieutenant Colonel Hunter Ripley Rawlings IV - USMC",Marc Vietor,,literature-and-fiction,21.4,4.5,9018,5.99,28.91,https://m.media-amazon.com/images/I/51TJ9dck5zL._SL500_.jpg,https://www.audible.com/pd/B07THDVL4P
monthly,B075LGSBZ3,The Power,Naomi Alderman,Adjoa Andoh,,,12.1,4.3,8268,7.99,28.79,https://m.media-amazon.com/images/I/51g7WBPRt+L._SL500_.jpg,https://www.audible.com/pd/B075LGSBZ3
monthly,B0BSP5ZKLQ,Mother-Daughter Murder Night,Nina Simon,Jane Oppenheimer,,,12.6,4.2,2295,7.99,29.69,https://m.media-amazon.com/images/I/51HVUJUICBL._SL500_.jpg,https://www.audible.com/pd/B0BSP5ZKLQ
monthly,1549151207,Going There,Katie Couric,Katie Couric,,,15.4,4.6,3456,7.99,28.79,https://m.media-amazon.com/images/I/41UCn3VNYWL._SL500_.jpg,https://www.audible.com/pd/1549151207
monthly,1549194976,Sea Stories,William H. McRaven,William H. McRaven,,,10.2,4.9,8915,6.99,25.19,https://m.media-amazon.com/images/I/51QHXMELt3L._SL500_.jpg,https://www.audible.com/pd/1549194976
monthly,B002V1AHIG,Bel Canto,Ann Patchett,Anna Fields,,,11.3,4.2,5927,7.99,26.09,https://m.media-amazon.com/images/I/41v0mvuWZGL._SL500_.jpg,https://www.audible.com/pd/B002V1AHIG
monthly,B002VA9OJA,Cat's Cradle,Kurt Vonnegut,Tony Roberts,,,7.2,4.3,4265,5.99,21.59,https://m.media-amazon.com/images/I/412jHhxnoML._SL500_.jpg,https://www.audible.com/pd/B002VA9OJA
monthly,B004J0YIQ4,Necessary Endings,Henry Cloud,Henry Cloud,,,7.2,4.8,2730,5.99,21.59,https://m.media-amazon.com/images/I/51BKErWz0WL._SL500_.jpg,https://www.audible.com/pd/B004J0YIQ4
monthly,B00B5W780M,ABCs of Real Estate Investing,Ken McElroy,Garrett Sutton Esq. Esq.,,,5.1,4.7,3400,5.99,17.09,https://m.media-amazon.com/images/I/412+tNF2YEL._SL500_.jpg,https://www.audible.com/pd/B00B5W780M
monthly,B005CQU1KG,Just Kids,Patti Smith,Patti Smith,,,9.8,4.6,5360,7.99,26.09,https://m.media-amazon.com/images/I/51yzL0pqoGL._SL500_.jpg,https://www.audible.com/pd/B005CQU1KG
monthly,B004XDEKQ0,Area 51,Annie Jacobsen,Annie Jacobsen,,,16.2,4.4,5087,6.99,35.09,https://m.media-amazon.com/images/I/41sFn5cApcL._SL500_.jpg,https://www.audible.com/pd/B004XDEKQ0
monthly,B005P1FXRO,The Exorcist,William Peter Blatty,"William Peter Blatty,Eliana Shaskan",,,12.8,4.7,9474,7.99,29.69,https://m.media-amazon.com/images/I/61sZ3bVTANL._SL500_.jpg,https://www.audible.com/pd/B005P1FXRO
monthly,B00BW9IYAQ,Get the Guy,Matthew Hussey,Matthew Hussey,,,8.0,4.7,3554,6.99,23.39,https://m.media-amazon.com/images/I/510erzmXo9L._SL500_.jpg,https://www.audible.com/pd/B00BW9IYAQ
monthly,171354721X,Your Dog Is Your Mirror,Kevin Behan,Patrick Lawlor,,,12.1,3.8,592,6.99,21.34,https://m.media-amazon.com/images/I/41CMh6T1tyL._SL500_.jpg,https://www.audible.com/pd/171354721X
monthly,006308189X,The Greatest Secret,Rhonda Byrne,"Rhonda Byrne,Sailor Bob Adamson,Antonia Bath,Michael Beckwith,David Bingham,Peter Dziuban,Hale Dwoskin,Michael James,Loch Kelly,Kalyani Lawry,Peter Lawry,Francis Lucille,Shakti Caterina Maggi,Mooji,Jac O'Keeffe",,,6.3,4.7,1941,5.99,21.59,https://m.media-amazon.com/images/I/51dBI8k3hPL._SL500_.jpg,https://www.audible.com/pd/006308189X
monthly,B00IA38RCM,The Confidence Code,"Katty Kay,Claire Shipman",Sandy Rustin,,,6.8,4.4,2333,5.99,21.59,https://m.media-amazon.com/images/I/418K-MSnseL._SL500_.jpg,https://www.audible.com/pd/B00IA38RCM
monthly,B01N80UK3J,The Art of Invisibility,"Kevin Mitnick,Robert Vamosi,Mikko Hypponen - introduction",Ray Porter,,,9.3,4.5,4579,6.99,25.19,https://m.media-amazon.com/images/I/51vlXcMKvWL._SL500_.jpg,https://www.audible.com/pd/B01N80UK3J
monthly,B01JSNQBNY,The Real Book of Real Estate,Robert T. Kiyosaki,"Mel Foster,Joyce Bean,Mikael Naramore",,la_confidential,17.9,4.7,1562,6.99,25.0,https://m.media-amazon.com/images/I/51t2A+iZHLL._SL500_.jpg,https://www.audible.com/pd/B01JSNQBNY
monthly,B07BMKV4B7,The Word Is Murder,Anthony Horowitz,Rory Kinnear,,,9.0,4.5,6991,7.99,26.09,https://m.media-amazon.com/images/I/41ReqgAgY-L._SL500_.jpg,https://www.audible.com/pd/B07BMKV4B7
monthly,B002V0JT54,On Killing,Dave Grossman,Dave Grossman,,,10.4,4.6,4052,6.99,25.19,https://m.media-amazon.com/images/I/41-oSSikP4L._SL500_.jpg,https://www.audible.com/pd/B002V0JT54
monthly,0063137569,The Stranger in the Lifeboat,Mitch Albom,Mitch Albom,,,4.9,4.7,3911,5.99,17.99,https://m.media-amazon.com/images/I/41b0gavs7mL._SL500_.jpg,https://www.audible.com/pd/0063137569
monthly,B07FKQFK92,Dopesick,Beth Macy,Beth Macy,,,10.3,4.5,3607,6.99,25.19,https://m.media-amazon.com/images/I/41Z1evL7DiL._SL500_.jpg,https://www.audible.com/pd/B07FKQFK92
monthly,B078J6JBPC,Long-Distance Real Estate Investing,David M Greene,Randy Streu,,la_confidential,9.1,4.8,2361,5.99,19.95,https://m.media-amazon.com/images/I/51-mZ6KjO7L._SL500_.jpg,https://www.audible.com/pd/B078J6JBPC
monthly,1705234046,A Touch of Ruin,Scarlett St. Clair,Meg Sylvan,,la_confidential,12.5,4.5,4134,5.99,21.49,https://m.media-amazon.com/images/I/51WPM5qTaJL._SL500_.jpg,https://www.audible.com/pd/1705234046
monthly,B0CLYMH88W,The War on Warriors,Pete Hegseth,Pete Hegseth,,,8.2,4.8,1238,6.99,23.39,https://m.media-amazon.com/images/I/412DkvmQd8L._SL500_.jpg,https://www.audible.com/pd/B0CLYMH88W
monthly,006298828X,The MAGA Doctrine,Charlie Kirk,Timothy McKean,,,6.5,4.8,886,5.99,21.59,https://m.media-amazon.com/images/I/5188HPZ6jtL._SL500_.jpg,https://www.audible.com/pd/006298828X
monthly,B09F5M8PQV,Red-Handed,Peter Schweizer,Charles Constant,,,7.8,4.8,2040,6.99,23.39,https://m.media-amazon.com/images/I/515bZwRPUlL._SL500_.jpg,https://www.audible.com/pd/B09F5M8PQV
monthly,B079TXMLK6,Barracoon,Zora Neale Hurston,Robin Miles,,,3.8,4.5,3481,5.99,17.99,https://m.media-amazon.com/images/I/61BYnlwiOTL._SL500_.jpg,https://www.audible.com/pd/B079TXMLK6
monthly,B00C2DMXCG,Promise of Blood,Brian McClellan,Christian Rodska,,,19.0,4.5,7231,6.99,35.09,https://m.media-amazon.com/images/I/51o2OTyUOhL._SL500_.jpg,https://www.audible.com/pd/B00C2DMXCG
monthly,B00O7YNVJC,I Must Say,Martin Short,Martin Short,,,8.7,4.7,6031,6.99,23.39,https://m.media-amazon.com/images/I/41yHMkZha7L._SL500_.jpg,https://www.audible.com/pd/B00O7YNVJC
monthly,B08GP69WRS,Follow the Money: The Shocking Deep State Connections of the Anti-Trump Cabal,Dan Bongino,Dan Bongino,,,5.6,4.9,1606,5.99,15.75,https://m.media-amazon.com/images/I/51zuGIDbIHL._SL500_.jpg,https://www.audible.com/pd/B08GP69WRS
monthly,0062988565,Life in the Fasting Lane,"Dr. Jason Fung,Eve Mayer,Megan Ramos","Brian Nishii,Courtney Patterson,Piper Goodeve",,,7.6,4.8,1981,6.99,23.39,https://m.media-amazon.com/images/I/41a5ZteXGuL._SL500_.jpg,https://www.audible.com/pd/0062988565
monthly,B06XSYRDVP,Dragon Teeth,Michael Crichton,"Scott Brick,Sherri Crichton",,,7.7,4.5,6313,6.99,23.39,https://m.media-amazon.com/images/I/516KRHwZuqL._SL500_.jpg,https://www.audible.com/pd/B06XSYRDVP
monthly,006294715X,It Takes What It Takes,"Trevor Moawad,Andy Staples","Trevor Moawad,Russell Wilson",,,5.4,4.7,2564,5.99,21.59,https://m.media-amazon.com/images/I/413tcjwuJ5L._SL500_.jpg,https://www.audible.com/pd/006294715X
monthly,B01ETUBTXI,Dare,Barry McDonagh,Barry McDonagh,,,6.3,4.8,2364,5.99,16.42,https://m.media-amazon.com/images/I/41vO+IPzx+L._SL500_.jpg,https://www.audible.com/pd/B01ETUBTXI
monthly,B0CCZL4CGM,One Last Rainy Day: The Legacy of a Prince,Kate Stewart,"Joe Arden,Maxine Mitchell",,,11.5,4.9,3933,5.99,21.02,https://m.media-amazon.com/images/I/61cxu-UgTUL._SL500_.jpg,https://www.audible.com/pd/B0CCZL4CGM
monthly,B01H42HQFI,The Dance of Anger,Harriet Lerner,Barbara Caruso,,,6.8,4.7,1554,5.99,21.59,https://m.media-amazon.com/images/I/510ISWL6HCL._SL500_.jpg,https://www.audible.com/pd/B01H42HQFI
monthly,B07MD6Q57L,Maid,"Stephanie Land,Barbara Ehrenreich - introduction",Stephanie Land,,la_confidential,8.6,4.4,4807,5.99,22.49,https://m.media-amazon.com/images/I/51aLikmNPNL._SL500_.jpg,https://www.audible.com/pd/B07MD6Q57L
monthly,B013RL018E,The Pentagon's Brain,Annie Jacobsen,Annie Jacobsen,,,18.4,4.5,3143,6.99,35.09,https://m.media-amazon.com/images/I/6149PudQk9L._SL500_.jpg,https://www.audible.com/pd/B013RL018E
monthly,B002V59UKI,Frog and Toad Audio Collection,Arnold Lobel,Arnold Lobel,,,1.5,4.7,1376,4.99,14.39,https://m.media-amazon.com/images/I/51JGrQFurYL._SL500_.jpg,https://www.audible.com/pd/B002V59UKI
monthly,B00PR3O6JG,The Winter King,Bernard Cornwell,Jonathan Keeble,,,19.9,4.6,4283,6.99,35.99,https://m.media-amazon.com/images/I/51EdpN-xFQL._SL500_.jpg,https://www.audible.com/pd/B00PR3O6JG
monthly,B00SYZBGBA,The Teenage Brain,"Frances E. Jensen,Amy Ellis Nutt","Tavia Gilbert,Frances E. Jensen",,,9.0,4.4,1179,7.99,26.09,https://m.media-amazon.com/images/I/513azacAcRL._SL500_.jpg,https://www.audible.com/pd/B00SYZBGBA
monthly,B009ON89MA,Fear,Thich Nhat Hanh,Dan Woren,,,4.3,4.7,1779,5.99,17.99,https://m.media-amazon.com/images/I/51pxbP9qVIL._SL500_.jpg,https://www.audible.com/pd/B009ON89MA
monthly,B0742GWV5X,Defining Moments in Black History,Dick Gregory,James Shippy,,,7.6,4.7,4040,6.99,23.39,https://m.media-amazon.com/images/I/5165G0hjSoL._SL500_.jpg,https://www.audible.com/pd/B0742GWV5X
monthly,0063046628,The Women of the Bible Speak,Shannon Bream,Shannon Bream,,,6.6,4.8,1047,5.99,21.59,https://m.media-amazon.com/images/I/51pUrfHaSbL._SL500_.jpg,https://www.audible.com/pd/0063046628
monthly,0063034794,The Last Anniversary,Liane Moriarty,Heather Wilds,,,12.8,4.3,3439,7.99,29.69,https://m.media-amazon.com/images/I/41aA0dF6mZL._SL500_.jpg,https://www.audible.com/pd/0063034794
monthly,B0C5K34XCF,The Book of Doors,Gareth Brown,Miranda Raison,,,13.3,4.6,4530,7.99,29.69,https://m.media-amazon.com/images/I/41OnFIGsHNL._SL500_.jpg,https://www.audible.com/pd/B0C5K34XCF
monthly,006303350X,Leave the World Behind,Rumaan Alam,Marin Ireland,,,7.4,3.6,3220,5.99,21.59,https://m.media-amazon.com/images/I/41+8V+VvyYL._SL500_.jpg,https://www.audible.com/pd/006303350X
monthly,B0CTTVZ4GH,The Pivot Year,Brianna Wiest,Stacey Glemboski,,,5.2,4.5,232,5.99,16.0,https://m.media-amazon.com/images/I/31pxBQQQSSL._SL500_.jpg,https://www.audible.com/pd/B0CTTVZ4GH
monthly,0063001713,Apocalypse Never,Michael Shellenberger,Stephen Graybill,,,12.3,4.8,3042,7.99,26.09,https://m.media-amazon.com/images/I/413eoYBbQSL._SL500_.jpg,https://www.audible.com/pd/0063001713
monthly,0310364094,Emotionally Healthy Spirituality,Peter Scazzero,Peter Scazzero,,,6.4,4.8,751,5.99,20.69,https://m.media-amazon.com/images/I/414ap+Ltc1L._SL500_.jpg,https://www.audible.com/pd/0310364094
monthly,0062974467,The Dirt,"Tommy Lee,Vince Neil,Nikki Sixx,Mick Mars","Sebastian York,Roger Wayne,Fred Berman,MacLeod Andrews,Hillary Huber",,,14.7,4.8,4018,7.99,29.69,https://m.media-amazon.com/images/I/51Q95qijwSL._SL500_.jpg,https://www.audible.com/pd/0062974467
monthly,0063001853,The Authoritarian Moment,Ben Shapiro,Ben Shapiro,,,6.2,4.9,3047,5.99,21.59,https://m.media-amazon.com/images/I/51QsA+2RWSS._SL500_.jpg,https://www.audible.com/pd/0063001853
monthly,0062882856,Super Human,Dave Asprey,Dave Asprey,,,8.7,4.7,1719,6.99,23.39,https://m.media-amazon.com/images/I/51WBbJdL2oL._SL500_.jpg,https://www.audible.com/pd/0062882856
monthly,0063097966,A Radical Awakening,Shefali Tsabary,Shefali Tsabary,,,15.6,4.7,1159,7.99,29.69,https://m.media-amazon.com/images/I/41nPqBiToDL._SL500_.jpg,https://www.audible.com/pd/0063097966
monthly,B002V0KI4U,The Pilgrimage,Paulo Coelho,Sean Runnette,,,7.0,4.3,1966,5.99,21.59,https://m.media-amazon.com/images/I/51blB+8x9uL._SL500_.jpg,https://www.audible.com/pd/B002V0KI4U
monthly,1400217415,Marketing Made Simple,"Donald Miller,Dr. J.J. Peterson","Donald Miller,JJ Peterson",,,4.3,4.8,1149,6.99,22.49,https://m.media-amazon.com/images/I/41nNt5o9HOL._SL500_.jpg,https://www.audible.com/pd/1400217415
monthly,B01MQK2U7B,The Keeper of Lost Things,Ruth Hogan,"Jane Collingwood,Sandra Duncan",,,8.6,4.4,3981,6.99,23.39,https://m.media-amazon.com/images/I/51x61upHJCL._SL500_.jpg,https://www.audible.com/pd/B01MQK2U7B
monthly,0062882899,Fast This Way,Dave Asprey,Dave Asprey,,,8.1,4.8,1578,6.99,23.39,https://m.media-amazon.com/images/I/51DSmTKvENL._SL500_.jpg,https://www.audible.com/pd/0062882899
monthly,B07Y2MZT37,Lies My Doctor Told Me,Dr. Ken Berry,Geoff Sugiyama,,,6.7,4.8,2823,5.99,19.95,https://m.media-amazon.com/images/I/51+gt5EgNPL._SL500_.jpg,https://www.audible.com/pd/B07Y2MZT37
monthly,0063017520,The One Hundred Years of Lenni and Margot,Marianne Cronin,"Sheila Reid,Rebecca Benson",,,10.9,4.6,4163,7.99,26.09,https://m.media-amazon.com/images/I/51dDEZgX1gL._SL500_.jpg,https://www.audible.com/pd/0063017520
monthly,B0081IIOP6,The Unbearable Lightness of Being,Milan Kundera,Richmond Hoxie,,,9.6,4.3,2279,7.99,26.09,https://m.media-amazon.com/images/I/419kpnNtr5L._SL500_.jpg,https://www.audible.com/pd/B0081IIOP6
monthly,1549182781,Eat Smarter,Shawn Stevenson,Shawn Stevenson,,,14.1,4.8,1555,7.99,28.79,https://m.media-amazon.com/images/I/41K8ED-fSRL._SL500_.jpg,https://www.audible.com/pd/1549182781
monthly,154912241X,The Chain,Adrian McKinty,January LaVoy,,,10.2,4.3,5780,6.99,25.19,https://m.media-amazon.com/images/I/41h1mAdNrdL._SL500_.jpg,https://www.audible.com/pd/154912241X
monthly,0785230939,The Water Keeper,Charles Martin,Jonathan K. Riggs,,,11.6,4.6,3169,7.99,26.09,https://m.media-amazon.com/images/I/51ueyS0rGGL._SL500_.jpg,https://www.audible.com/pd/0785230939
monthly,B0B25QN2D3,So Not Meant to Be,Meghan Quinn,"Aaron Shedlock,Stella Hunter",,literature-and-fiction,13.4,4.5,2722,6.99,22.16,https://m.media-amazon.com/images/I/51UpLW+Z-sL._SL500_.jpg,https://www.audible.com/pd/B0B25QN2D3
monthly,B09ZYNPGQV,Unoffendable,Brant Hansen,Brant Hansen,,,4.8,4.9,1035,5.99,17.99,https://m.media-amazon.com/images/I/41Tz4dNj-iL._SL500_.jpg,https://www.audible.com/pd/B09ZYNPGQV
monthly,B09DDDGBRQ,The Stolen Hours,Allen Eskens,"MacLeod Andrews,Christine Lakin,Tina Huang",,,10.0,4.7,5189,6.99,25.19,https://m.media-amazon.com/images/I/511t0IFr-VL._SL500_.jpg,https://www.audible.com/pd/B09DDDGBRQ
monthly,B00J53FL3O,The 22 Immutable Laws of Marketing,"Al Ries,Jack Trout",David Drummond,,,3.1,4.5,2127,4.99,16.19,https://m.media-amazon.com/images/I/51RDdJhYbHL._SL500_.jpg,https://www.audible.com/pd/B00J53FL3O
monthly,B01FY85DKO,I Contain Multitudes,Ed Yong,Charlie Anson,,,9.9,4.6,3906,7.99,26.09,https://m.media-amazon.com/images/I/611f7Pm-zaL._SL500_.jpg,https://www.audible.com/pd/B01FY85DKO
monthly,0062970380,Love Yourself Like Your Life Depends on It,Kamal Ravikant,Kamal Ravikant,,,4.1,4.7,1991,5.99,17.99,https://m.media-amazon.com/images/I/51uhxMMDqUL._SL500_.jpg,https://www.audible.com/pd/0062970380
monthly,B00V3YD5FO,The Hundred-Year Marathon,Michael Pillsbury,Malcolm Hillgartner,,,9.5,4.8,2609,5.99,19.02,https://m.media-amazon.com/images/I/41fiRZYSutL._SL500_.jpg,https://www.audible.com/pd/B00V3YD5FO
monthly,B002V9Z7OM,How Successful People Think,John C. Maxwell,Chris Sorensen,,,3.6,4.6,1697,5.99,17.09,https://m.media-amazon.com/images/I/51ISaskSxlL._SL500_.jpg,https://www.audible.com/pd/B002V9Z7OM
monthly,B01IAEOI3M,The Art of Extraordinary Confidence,Dr. Aziz Gazipura PsyD,Dr. Aziz Gazipura,,,13.3,4.6,1368,6.99,24.95,https://m.media-amazon.com/images/I/513qjC+xRnL._SL500_.jpg,https://www.audible.com/pd/B01IAEOI3M
monthly,B0036I590Y,Boundaries in Dating,"Henry Cloud,John Townsend","Jonathan Petersen,Jonathan Peterson",,,8.2,4.7,1653,6.99,23.39,https://m.media-amazon.com/images/I/412oMRN0mBL._SL500_.jpg,https://www.audible.com/pd/B0036I590Y
monthly,B0CYHQ4MQ2,Where's Molly,H. D. Carlton,"Michelle Sparks,Sebastian York",,literature-and-fiction,6.0,4.7,2746,5.99,14.63,https://m.media-amazon.com/images/I/51ZNtRRJZLL._SL500_.jpg,https://www.audible.com/pd/B0CYHQ4MQ2
monthly,B003L25KGS,The Rational Optimist,Matt Ridley,L.J. Ganser,,,13.6,4.5,2507,7.99,29.69,https://m.media-amazon.com/images/I/51OPf-roX6L._SL500_.jpg,https://www.audible.com/pd/B003L25KGS
monthly,B09HLB6FTX,Battle for the American Mind,"Pete Hegseth,David Goodwin","Pete Hegseth,David Goodwin",,,9.4,4.8,1158,7.99,26.09,https://m.media-amazon.com/images/I/41Lt4OIcswL._SL500_.jpg,https://www.audible.com/pd/B09HLB6FTX
monthly,0062962221,The Indifferent Stars Above,Daniel James Brown,Michael Prichard,,,10.9,4.6,2481,7.99,26.09,https://m.media-amazon.com/images/I/51AKYXjHDkL._SL500_.jpg,https://www.audible.com/pd/0062962221
monthly,B012BCQISC,The Dating Playbook For Men: A Proven 7 Step System To Go From Single To The Woman Of Your Dreams,Andrew Ferebee,Andrew Ferebee,,la_confidential,9.2,4.5,2269,5.99,19.7,https://m.media-amazon.com/images/I/51AuY7E0D9L._SL500_.jpg,https://www.audible.com/pd/B012BCQISC
monthly,B09K22JFGL,The Club,Ellery Lloyd,Tamaryn Payne,,,9.4,3.9,2266,7.99,26.09,https://m.media-amazon.com/images/I/41+v5SHNM4L._SL500_.jpg,https://www.audible.com/pd/B09K22JFGL
monthly,1400228123,Undistracted,Bob Goff,Bob Goff,,,6.0,4.8,1865,5.99,19.79,https://m.media-amazon.com/images/I/41LiYRQmFxL._SL500_.jpg,https://www.audible.com/pd/1400228123
monthly,0062674722,Twelve and a Half,Gary Vaynerchuk,Gary Vaynerchuk,,,5.1,4.8,1647,6.99,24.29,https://m.media-amazon.com/images/I/51n3-Ej9Q3L._SL500_.jpg,https://www.audible.com/pd/0062674722
monthly,B06X9CR7GH,The Strange Death of Europe,Douglas Murray,Robert Davies,,la_confidential,12.3,4.8,3585,6.99,21.33,https://m.media-amazon.com/images/I/61lBijrVkNL._SL500_.jpg,https://www.audible.com/pd/B06X9CR7GH
monthly,1549135570,The Defining Decade,Meg Jay PhD,Meg Jay PhD,,,7.2,4.8,1603,5.99,22.48,https://m.media-amazon.com/images/I/41BfK4WdNAL._SL500_.jpg,https://www.audible.com/pd/1549135570
monthly,B09GL5NKZL,Unthinkable,Jamie Raskin,Jamie Raskin,,,15.1,4.9,2208,7.99,29.69,https://m.media-amazon.com/images/I/51TesjJIrJL._SL500_.jpg,https://www.audible.com/pd/B09GL5NKZL
monthly,B07J9PJBBS,Manifest Now,Idil Ahmed,Idil Ahmed,,la_confidential,4.4,4.8,2626,5.99,14.95,https://m.media-amazon.com/images/I/51sWnOAb-HL._SL500_.jpg,https://www.audible.com/pd/B07J9PJBBS
